LAD22CD,LAD22NM,WD22CD,WD22NM,Rank,IMD_Rank,IMD,Teenage Deliveries,Children in Care,Child Protection Plans,Peristent Absenteeism from School,EYFS Good Level of Development,NEET,Long-term unemployment,"Social, emotional and mental health needs at school",Self-harm (PHE),Children in Need,School Exclusions,GCSEs A-Cs - 5 or more,Perceptions about Police - Feel the police do a good job in the local area​,Perceptions about Police - Agree the police treat everyone fairly regardless of who they are​,Perceptions about Police - Agree that the MPS is an organisation they can trust,Perceptions about Crime - Feel that gangs are a problem in the local area​,Perceptions about Crime - Feel that gun crime is a problem in the local area​,Perceptions about Crime - Feel that knife crime is a problem in the local area,Perceptions about Local Area - Agree local area is place where people from different backgrounds get on well​,IDACI,Violence with Injury,Violence without Injury,Ambulance callouts to Youth Assault,LAS call outs to alcohol-related incidents,LAS call outs to drug overdoses,Ambulance callouts to Assault,Gun Crime,Discharge from Lethal Barrels,Knife Crime,Knife Crime with Injury,Rape,Other Sexual Offences,Homicide,Violence with Injury,Violence without Injury,Domestic Abuse Incidents,Domestic Abuse Offences,Domestic Abuse (Violence with Injury),Serious Youth Violence victims,Knife Crime (victims U25),Total
E09000012,Hackney,E05009369,Clissold,91,168,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,13
E09000006,Bromley,E05014002,Penge & Cator,91,133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,13
E09000016,Havering,E05013983,St Edward's,91,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,13
E09000033,Westminster,E05013796,Hyde Park,91,112,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,13
E09000006,Bromley,E05013991,Bromley Town,91,133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,13
E09000012,Hackney,E05009378,Hoxton West,102,48,12,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
E09000028,Southwark,E05011095,Borough & Bankside,102,176,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12
E09000022,Lambeth,E05014107,Myatt's Fields,102,176,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,12
E09000010,Enfield,E05013689,Ponders End,102,42,12,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,12
E09000028,Southwark,E05011105,Newington,102,176,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,12
E09000012,Hackney,E05009387,Woodberry Down,102,48,12,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
E09000012,Hackney,E05009382,Shacklewell,102,190,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
E09000019,Islington,E05013711,St Peter's & Canalside,102,221,0,,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
E09000025,Newham,E05013908,Custom House,102,35,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,12
E09000011,Greenwich,E05014093,Woolwich Common,102,35,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,12
E09000008,Croydon,E05011489,Woodside,102,203,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,12
E09000009,Ealing,E05013536,South Acton,102,148,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,12
E09000025,Newham,E05013919,Plaistow South,102,148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,12
E09000014,Haringey,E05013590,Harringay,102,168,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,12
E09000031,Waltham Forest,E05013887,Forest,102,168,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,12
E09000022,Lambeth,E05014115,Streatham St Leonard's,102,168,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12
E09000017,Hillingdon,E05013570,Heathrow Villages,102,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,12
E09000030,Tower Hamlets,E05009319,Bow East,119,168,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,11
E09000019,Islington,E05013710,St Mary's & St James',119,257,0,,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
E09000014,Haringey,E05013604,White Hart Lane,119,48,12,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11
E09000019,Islington,E05013709,Mildmay,119,257,0,,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11
E09000022,Lambeth,E05014110,Stockwell East,119,190,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11
E09000014,Haringey,E05013598,Seven Sisters,119,48,12,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11
E09000019,Islington,E05013705,Hillrise,119,257,0,,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11
E09000013,Hammersmith and Fulham,E05013748,Shepherd's Bush Green,119,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,11
E09000012,Hackney,E05009367,Brownswood,119,203,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
E09000019,Islington,E05013701,Canonbury,119,257,0,,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
E09000019,Islington,E05013712,Tollington,119,221,0,,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
E09000012,Hackney,E05009386,Victoria,119,48,12,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
E09000022,Lambeth,E05014097,Brixton Rush Common,119,176,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,11
E09000012,Hackney,E05009380,Lea Bridge,119,190,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11
E09000031,Waltham Forest,E05013891,High Street,119,176,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,11
E09000017,Hillingdon,E05013582,Wood End,119,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,11
E09000025,Newham,E05013904,Beckton,119,160,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,11
E09000009,Ealing,E05013538,Southall Green,119,160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,11
E09000008,Croydon,E05011464,Bensham Manor,119,221,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,11
E09000012,Hackney,E05009368,Cazenove,119,190,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
E09000019,Islington,E05013698,Barnsbury,119,221,0,,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
E09000019,Islington,E05013704,Highbury,119,221,0,,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
E09000012,Hackney,E05009383,Springfield,119,48,12,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11
E09000022,Lambeth,E05014103,Gipsy Hill,142,60,12,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
E09000006,Bromley,E05014007,St Paul's Cray,142,176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,10
E09000019,Islington,E05013706,Holloway,142,291,0,,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
E09000016,Havering,E05013975,Heaton,142,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,10
E09000022,Lambeth,E05014108,Oval,142,190,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10
E09000022,Lambeth,E05014101,Clapham Park,142,190,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10
E09000014,Haringey,E05013597,St Ann's,142,190,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10
E09000023,Lewisham,E05013731,Sydenham,142,176,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,10
E09000022,Lambeth,E05014109,St Martin's,142,190,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10
E09000017,Hillingdon,E05013569,Hayes Town,142,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,10
E09000012,Hackney,E05009371,De Beauvoir,142,203,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
E09000017,Hillingdon,E05013566,Colham & Cowley,142,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,10
E09000012,Hackney,E05009385,Stoke Newington,142,203,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
E09000012,Hackney,E05009384,Stamford Hill West,142,203,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
E09000023,Lewisham,E05013714,Bellingham,156,60,12,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,9
E09000010,Enfield,E05013677,Carterhatch,156,60,12,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,9
E09000030,Tower Hamlets,E05009329,St Dunstan's,156,48,12,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,9
E09000028,Southwark,E05011114,St George's,156,60,12,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
E09000031,Waltham Forest,E05013892,Higham Hill,156,60,12,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9
E09000002,Barking and Dagenham,E05014060,Eastbury,156,60,12,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,9
E09000019,Islington,E05013697,Arsenal,156,291,0,,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
E09000022,Lambeth,E05014113,Streatham Hill East,156,203,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
E09000031,Waltham Forest,E05013895,Lea Bridge,156,203,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9
E09000030,Tower Hamlets,E05009318,Blackwall & Cubitt Town,156,176,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,9
E09000005,Brent,E05013517,Willesden Green,156,176,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,9
E09000019,Islington,E05013713,Tufnell Park,156,291,0,,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
E09000018,Hounslow,E05013614,Feltham West,156,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,9
E09000031,Waltham Forest,E05013901,Valley,156,203,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9
E09000022,Lambeth,E05014112,Streatham Common & Vale,156,203,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
E09000031,Waltham Forest,E05013884,Chapel End,156,203,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9
E09000032,Wandsworth,E05014010,Battersea Park,156,203,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,9
E09000025,Newham,E05013909,East Ham,156,176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,9
E09000004,Bexley,E05011219,Bexleyheath,156,176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9
E09000008,Croydon,E05011484,South Croydon,156,291,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9
E09000033,Westminster,E05013801,Marylebone,156,168,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,9
E09000008,Croydon,E05011470,New Addington North,177,112,12,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
E09000004,Bexley,E05011231,Slade Green & Northend,177,60,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,8
E09000008,Croydon,E05011471,New Addington South,177,112,12,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
E09000010,Enfield,E05013684,Jubilee,177,71,12,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,8
E09000002,Barking and Dagenham,E05014062,Goresbrook,177,71,12,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,8
E09000028,Southwark,E05011112,Rotherhithe,177,221,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,8
E09000014,Haringey,E05013591,Hermitage & Gardens,177,221,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
E09000023,Lewisham,E05013727,Lewisham Central,177,203,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
E09000030,Tower Hamlets,E05009320,Bow West,177,190,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,8
E09000011,Greenwich,E05014076,East Greenwich,177,203,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
E09000031,Waltham Forest,E05013896,Leyton,177,221,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
E09000023,Lewisham,E05013715,Blackheath,177,203,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8
E09000014,Haringey,E05013593,Hornsey,177,221,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
E09000014,Haringey,E05013586,Bounds Green,177,221,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
E09000022,Lambeth,E05014116,Streatham Wells,177,221,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
E09000008,Croydon,E05011463,Addiscombe West,177,319,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
E09000014,Haringey,E05013600,Stroud Green,177,221,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
E09000026,Redbridge,E05011251,Seven Kings,177,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,8
E09000008,Croydon,E05011473,Norbury Park,177,319,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
E09000022,Lambeth,E05014099,Clapham Common & Abbeville,177,221,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
E09000031,Waltham Forest,E05013897,Leytonstone,177,221,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
E09000022,Lambeth,E05014119,West Dulwich,177,221,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
E09000018,Hounslow,E05013620,Hounslow Central,177,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,8
E09000022,Lambeth,E05014114,Streatham Hill West & Thornton,177,221,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
E09000033,Westminster,E05013797,Knightsbridge & Belgravia,177,176,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8
E09000014,Haringey,E05013588,Crouch End,177,221,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
